time_period,time_identifier,geographic_level,country_name,country_code,region_name,region_code,la_name,old_la_code,new_la_code,main_category,category_of_expenditure,early_years_establishments,primary_schools,secondary_schools,sen_and_special_schools,pupil_referral_units_and_alt_provision,post_16,gross_expenditure,income,net_expenditure,net_per_capita_expenditure,EES_order
202324,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Leeds,383,E08000035,Schools,"1.2.2 Top-up funding – academies, free schools and colleges",0,5988237,3932351,12052948,271146,3626414,25871096,0,25871096,133,13
202324,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Leeds,383,E08000035,Schools,1.2.3 Top-up and other funding – non-maintained and independent providers,3510740,5971,104832,16918115,0,2822280,23361938,0,23361938,120,14
202324,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Leeds,383,E08000035,Schools,1.2.4 Additional high needs targeted funding for mainstream schools and academies,0,5842279,242221,x,x,x,6084500,0,6084500,31,15
202324,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Leeds,383,E08000035,Schools,1.2.5 SEN support service,83134,1092612,997602,323847,59381,0,2556576,0,2556576,13,16
202324,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Leeds,383,E08000035,Schools,1.2.6 Hospital education services,x,x,x,2555706,0,x,2555706,0,2555706,13,17
202324,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Leeds,383,E08000035,Schools,1.2.7 Other alternative provision services,0,0,0,0,4232960,0,4232960,0,4232960,22,18
202324,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Leeds,383,E08000035,Schools,1.2.8 Support for inclusion,45601,599317,547203,1359445,32572,0,2584138,0,2584138,13,19
202324,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Leeds,383,E08000035,Schools,1.2.9 Special schools and PRUs in financial difficulty,x,x,x,0,0,x,0,0,0,0,20
202324,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Leeds,383,E08000035,Schools,"1.2.10 PFI/ BSF costs at special schools, AP/ PRUs and Post 16 institutions only",x,x,x,0,0,0,0,0,0,0,21
202324,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Leeds,383,E08000035,Schools,1.2.11 Direct payments (SEN and disability),0,0,0,1971322,0,0,1971322,0,1971322,10,22
202324,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Leeds,383,E08000035,Schools,1.2.13 Therapies and other health related services,0,0,0,0,0,0,0,0,0,0,24
202324,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Leeds,383,E08000035,Schools,1.4.11 SEN transport,0,0,0,0,0,0,0,0,0,0,36
202324,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Leeds,383,E08000035,Other education and community,2.1.1 Educational psychology service,x,x,x,x,x,x,1928689,247879,1680810,12,67
202324,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Leeds,383,E08000035,Other education and community,"2.1.2 SEN administration, assessment and coordination and monitoring",x,x,x,x,x,x,2944390,39359,2905031,21,68
202324,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Leeds,383,E08000035,Other education and community,"2.1.3 Independent Advice and Support Services (Parent partnership), guidance and information",x,x,x,x,x,x,191298,61000,130298,1,69
202324,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Leeds,383,E08000035,Other education and community,2.1.4 Home to school transport (pre 16): SEN transport expenditure,0,0,0,13094943,0,x,13094943,0,13094943,95,70
202324,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Leeds,383,E08000035,Other education and community,2.1.6 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 16-18),x,x,0,0,0,2114989,2114989,0,2114989,15,72
202324,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Leeds,383,E08000035,Other education and community,2.1.7 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 19-25),x,x,0,0,0,3200449,3200449,412,3200037,23,73
202324,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Wakefield,384,E08000036,Schools,1.0.2 High needs place funding within Individual Schools Budget,0,0,0,6952333,2352074,x,9304407,,9304407,574,2
202324,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Wakefield,384,E08000036,Schools,1.2.1 Top-up funding – maintained schools,86062,2390149,109499,9346944,4511973,x,16444627,345843,16098784,201,12
202324,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Wakefield,384,E08000036,Schools,"1.2.2 Top-up funding – academies, free schools and colleges",103682,3440941,2825330,110162,0,2006906,8487022,5779,8481243,106,13
202324,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Wakefield,384,E08000036,Schools,1.2.3 Top-up and other funding – non-maintained and independent providers,0,0,0,0,9665495,0,9665495,170050,9495444,119,14
202324,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Wakefield,384,E08000036,Schools,1.2.4 Additional high needs targeted funding for mainstream schools and academies,0,0,0,x,x,x,0,0,0,0,15
202324,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Wakefield,384,E08000036,Schools,1.2.5 SEN support service,3424215,3885930,1606687,447733,0,0,9364564,911287,8453277,106,16
202324,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Wakefield,384,E08000036,Schools,1.2.6 Hospital education services,x,x,x,0,0,x,0,0,0,0,17
202324,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Wakefield,384,E08000036,Schools,1.2.7 Other alternative provision services,0,0,0,0,495475,0,495475,9300,486175,6,18
202324,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Wakefield,384,E08000036,Schools,1.2.8 Support for inclusion,7014,766851,462404,125060,51838,12939,1426107,119468,1306639,16,19
202324,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Wakefield,384,E08000036,Schools,1.2.9 Special schools and PRUs in financial difficulty,x,x,x,0,0,x,0,0,0,0,20
202324,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Wakefield,384,E08000036,Schools,"1.2.10 PFI/ BSF costs at special schools, AP/ PRUs and Post 16 institutions only",x,x,x,0,0,0,0,0,0,0,21
202324,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Wakefield,384,E08000036,Schools,1.2.11 Direct payments (SEN and disability),0,0,0,0,0,0,0,0,0,0,22
202324,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Wakefield,384,E08000036,Schools,1.2.13 Therapies and other health related services,0,0,0,0,0,0,0,0,0,0,24
202324,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Wakefield,384,E08000036,Schools,1.4.11 SEN transport,0,0,0,0,0,0,0,0,0,0,36
202324,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Wakefield,384,E08000036,Other education and community,2.1.1 Educational psychology service,x,x,x,x,x,x,1455517,386985,1068532,19,67
202324,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Wakefield,384,E08000036,Other education and community,"2.1.2 SEN administration, assessment and coordination and monitoring",x,x,x,x,x,x,1335133,0,1335133,24,68
202324,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Wakefield,384,E08000036,Other education and community,"2.1.3 Independent Advice and Support Services (Parent partnership), guidance and information",x,x,x,x,x,x,214770,0,214770,4,69
202324,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Wakefield,384,E08000036,Other education and community,2.1.4 Home to school transport (pre 16): SEN transport expenditure,3162,3369342,3404124,1251676,0,x,8028303,184261,7844042,139,70
202324,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Wakefield,384,E08000036,Other education and community,2.1.6 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 16-18),x,x,0,0,0,956699,956699,44253,912446,16,72
202324,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Wakefield,384,E08000036,Other education and community,2.1.7 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 19-25),x,x,0,0,0,173969,173969,4517,169453,3,73
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Gateshead,390,E08000037,Schools,1.0.2 High needs place funding within Individual Schools Budget,0,901918,0,4620000,0,x,5521918,,5521918,402,2
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Gateshead,390,E08000037,Schools,1.2.1 Top-up funding – maintained schools,0,2047493,191486,8040250,0,x,10279228,0,10279228,242,12
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Gateshead,390,E08000037,Schools,"1.2.2 Top-up funding – academies, free schools and colleges",0,978203,2756959,456248,1233914,681447,6106770,0,6106770,144,13
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Gateshead,390,E08000037,Schools,1.2.3 Top-up and other funding – non-maintained and independent providers,0,0,0,0,3574833,0,3574833,0,3574833,84,14
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Gateshead,390,E08000037,Schools,1.2.4 Additional high needs targeted funding for mainstream schools and academies,0,0,0,x,x,x,0,0,0,0,15
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Gateshead,390,E08000037,Schools,1.2.5 SEN support service,730577,2106840,1304278,20556,1746,0,4163997,0,4163997,98,16
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Gateshead,390,E08000037,Schools,1.2.6 Hospital education services,x,x,x,0,0,x,0,0,0,0,17
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Gateshead,390,E08000037,Schools,1.2.7 Other alternative provision services,0,89433,123597,0,1198394,0,1411425,0,1411425,33,18
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Gateshead,390,E08000037,Schools,1.2.8 Support for inclusion,28212,744064,472077,55919,10518,0,1310791,0,1310791,31,19
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Gateshead,390,E08000037,Schools,1.2.9 Special schools and PRUs in financial difficulty,x,x,x,222947,0,x,222947,0,222947,5,20
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Gateshead,390,E08000037,Schools,"1.2.10 PFI/ BSF costs at special schools, AP/ PRUs and Post 16 institutions only",x,x,x,0,0,0,0,0,0,0,21
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Gateshead,390,E08000037,Schools,1.2.11 Direct payments (SEN and disability),0,0,0,0,0,0,0,0,0,0,22
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Gateshead,390,E08000037,Schools,1.2.13 Therapies and other health related services,0,0,0,0,109102,0,109102,0,109102,3,24
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Gateshead,390,E08000037,Schools,1.4.11 SEN transport,0,0,0,0,0,0,0,0,0,0,36
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Gateshead,390,E08000037,Other education and community,2.1.1 Educational psychology service,x,x,x,x,x,x,754755,9640,745115,24,67
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Gateshead,390,E08000037,Other education and community,"2.1.2 SEN administration, assessment and coordination and monitoring",x,x,x,x,x,x,602752,23635,579117,19,68
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Gateshead,390,E08000037,Other education and community,"2.1.3 Independent Advice and Support Services (Parent partnership), guidance and information",x,x,x,x,x,x,106319,53000,53319,2,69
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Gateshead,390,E08000037,Other education and community,2.1.4 Home to school transport (pre 16): SEN transport expenditure,0,446811,409124,3082955,0,x,3938891,0,3938891,129,70
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Gateshead,390,E08000037,Other education and community,2.1.6 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 16-18),x,x,0,0,0,330391,330391,2305,328087,11,72
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Gateshead,390,E08000037,Other education and community,2.1.7 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 19-25),x,x,0,0,0,135545,135545,945,134600,4,73
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Newcastle upon Tyne,391,E08000021,Schools,1.0.2 High needs place funding within Individual Schools Budget,0,84333,0,4115643,0,x,4199976,,4199976,325,2
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Newcastle upon Tyne,391,E08000021,Schools,1.2.1 Top-up funding – maintained schools,0,1343891,0,5323555,0,x,6667446,0,6667446,95,12
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Newcastle upon Tyne,391,E08000021,Schools,"1.2.2 Top-up funding – academies, free schools and colleges",0,3336209,3267338,7038434,1074554,680691,15397226,0,15397226,220,13
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Newcastle upon Tyne,391,E08000021,Schools,1.2.3 Top-up and other funding – non-maintained and independent providers,0,0,0,10954908,556419,0,11511327,0,11511327,165,14
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Newcastle upon Tyne,391,E08000021,Schools,1.2.4 Additional high needs targeted funding for mainstream schools and academies,0,0,0,x,x,x,0,0,0,0,15
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Newcastle upon Tyne,391,E08000021,Schools,1.2.5 SEN support service,2095121,3641741,452412,0,0,0,6189274,0,6189274,88,16
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Newcastle upon Tyne,391,E08000021,Schools,1.2.6 Hospital education services,x,x,x,0,0,x,0,0,0,0,17
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Newcastle upon Tyne,391,E08000021,Schools,1.2.7 Other alternative provision services,0,0,0,0,3725343,0,3725343,0,3725343,53,18
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Newcastle upon Tyne,391,E08000021,Schools,1.2.8 Support for inclusion,0,407046,298857,0,0,0,705903,0,705903,10,19
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Newcastle upon Tyne,391,E08000021,Schools,1.2.9 Special schools and PRUs in financial difficulty,x,x,x,0,0,x,0,0,0,0,20
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Newcastle upon Tyne,391,E08000021,Schools,"1.2.10 PFI/ BSF costs at special schools, AP/ PRUs and Post 16 institutions only",x,x,x,185010,0,0,185010,0,185010,3,21
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Newcastle upon Tyne,391,E08000021,Schools,1.2.11 Direct payments (SEN and disability),0,0,0,0,0,0,0,0,0,0,22
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Newcastle upon Tyne,391,E08000021,Schools,1.2.13 Therapies and other health related services,0,619035,76903,0,0,0,695938,0,695938,10,24
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Newcastle upon Tyne,391,E08000021,Schools,1.4.11 SEN transport,0,0,0,0,0,0,0,0,0,0,36
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Newcastle upon Tyne,391,E08000021,Other education and community,2.1.1 Educational psychology service,x,x,x,x,x,x,1761599,34600,1726999,39,67
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Newcastle upon Tyne,391,E08000021,Other education and community,"2.1.2 SEN administration, assessment and coordination and monitoring",x,x,x,x,x,x,1708769,73869,1634900,37,68
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Newcastle upon Tyne,391,E08000021,Other education and community,"2.1.3 Independent Advice and Support Services (Parent partnership), guidance and information",x,x,x,x,x,x,183506,48430,135076,3,69
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Newcastle upon Tyne,391,E08000021,Other education and community,2.1.4 Home to school transport (pre 16): SEN transport expenditure,0,392935,305616,5064499,0,x,5763050,5613,5757437,131,70
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Newcastle upon Tyne,391,E08000021,Other education and community,2.1.6 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 16-18),x,x,268194,1191280,0,180875,1640349,0,1640349,37,72
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Newcastle upon Tyne,391,E08000021,Other education and community,2.1.7 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 19-25),x,x,43659,392935,0,754685,1191279,0,1191279,27,73
202324,Financial year,Local authority,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Schools,1.0.2 High needs place funding within Individual Schools Budget,0,280000,417332,8061667,1490000,x,10248999,,10248999,410,2
202324,Financial year,Local authority,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Schools,1.2.1 Top-up funding – maintained schools,0,1786122,1239482,10975237,1587333,x,15588174,360733,15227441,334,12
202324,Financial year,Local authority,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Schools,"1.2.2 Top-up funding – academies, free schools and colleges",0,446401,322433,48961,0,759657,1577452,0,1577452,35,13
202324,Financial year,Local authority,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Schools,1.2.3 Top-up and other funding – non-maintained and independent providers,0,295591,205014,4290425,0,0,4791030,72324,4718706,104,14
202324,Financial year,Local authority,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Schools,1.2.4 Additional high needs targeted funding for mainstream schools and academies,0,0,0,x,x,x,0,0,0,0,15
202324,Financial year,Local authority,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Schools,1.2.5 SEN support service,250521,1329863,453439,327426,1150520,67442,3579211,0,3579211,79,16
202324,Financial year,Local authority,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Schools,1.2.6 Hospital education services,x,x,x,0,0,x,0,0,0,0,17
202324,Financial year,Local authority,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Schools,1.2.7 Other alternative provision services,0,0,0,0,961946,0,961946,742479,219467,5,18
202324,Financial year,Local authority,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Schools,1.2.8 Support for inclusion,784,8221,5652,761,69,841,16328,0,16328,0,19
202324,Financial year,Local authority,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Schools,1.2.9 Special schools and PRUs in financial difficulty,x,x,x,188183,0,x,188183,0,188183,4,20
202324,Financial year,Local authority,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Schools,"1.2.10 PFI/ BSF costs at special schools, AP/ PRUs and Post 16 institutions only",x,x,x,0,0,0,0,0,0,0,21
202324,Financial year,Local authority,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Schools,1.2.11 Direct payments (SEN and disability),0,0,0,0,0,0,0,0,0,0,22
202324,Financial year,Local authority,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Schools,1.2.13 Therapies and other health related services,0,0,0,182764,0,0,182764,0,182764,4,24
202324,Financial year,Local authority,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Schools,1.4.11 SEN transport,0,0,0,0,0,0,0,0,0,0,36
202324,Financial year,Local authority,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Other education and community,2.1.1 Educational psychology service,x,x,x,x,x,x,953348,490603,462745,14,67
202324,Financial year,Local authority,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Other education and community,"2.1.2 SEN administration, assessment and coordination and monitoring",x,x,x,x,x,x,1340727,0,1340727,41,68
202324,Financial year,Local authority,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Other education and community,"2.1.3 Independent Advice and Support Services (Parent partnership), guidance and information",x,x,x,x,x,x,45963,0,45963,1,69
202324,Financial year,Local authority,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Other education and community,2.1.4 Home to school transport (pre 16): SEN transport expenditure,0,0,0,4473069,0,x,4473069,26661,4446408,136,70
202324,Financial year,Local authority,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Other education and community,2.1.6 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 16-18),x,x,0,0,0,926800,926800,0,926800,28,72
202324,Financial year,Local authority,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Other education and community,2.1.7 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 19-25),x,x,0,0,0,440932,440932,0,440932,13,73
202324,Financial year,Local authority,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Schools,1.0.2 High needs place funding within Individual Schools Budget,0,678000,306000,6150000,720000,x,7854000,,7854000,607,2
202324,Financial year,Local authority,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Schools,1.2.1 Top-up funding – maintained schools,286854,1308412,443093,6478435,487462,x,9004256,0,9004256,277,12
202324,Financial year,Local authority,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Schools,"1.2.2 Top-up funding – academies, free schools and colleges",0,137274,116051,76110,0,460067,789502,0,789502,24,13
202324,Financial year,Local authority,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Schools,1.2.3 Top-up and other funding – non-maintained and independent providers,0,0,0,5002182,0,1477130,6479312,0,6479312,199,14
202324,Financial year,Local authority,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Schools,1.2.4 Additional high needs targeted funding for mainstream schools and academies,737147,1982426,350454,x,x,x,3070027,0,3070027,94,15
202324,Financial year,Local authority,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Schools,1.2.5 SEN support service,327905,826825,529515,289540,26605,53210,2053600,0,2053600,63,16
202324,Financial year,Local authority,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Schools,1.2.6 Hospital education services,x,x,x,0,0,x,0,0,0,0,17
202324,Financial year,Local authority,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Schools,1.2.7 Other alternative provision services,0,156060,104040,0,0,0,260100,0,260100,8,18
202324,Financial year,Local authority,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Schools,1.2.8 Support for inclusion,0,33392,33392,33392,0,0,100176,0,100176,3,19
202324,Financial year,Local authority,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Schools,1.2.9 Special schools and PRUs in financial difficulty,x,x,x,0,0,x,0,0,0,0,20
202324,Financial year,Local authority,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Schools,"1.2.10 PFI/ BSF costs at special schools, AP/ PRUs and Post 16 institutions only",x,x,x,474500,0,0,474500,0,474500,15,21
202324,Financial year,Local authority,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Schools,1.2.11 Direct payments (SEN and disability),0,0,0,0,0,0,0,0,0,0,22
202324,Financial year,Local authority,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Schools,1.2.13 Therapies and other health related services,0,0,0,0,0,0,0,0,0,0,24
202324,Financial year,Local authority,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Schools,1.4.11 SEN transport,0,0,0,0,0,0,0,0,0,0,36
202324,Financial year,Local authority,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Other education and community,2.1.1 Educational psychology service,x,x,x,x,x,x,634199,0,634199,27,67
202324,Financial year,Local authority,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Other education and community,"2.1.2 SEN administration, assessment and coordination and monitoring",x,x,x,x,x,x,911912,311914,599998,25,68
202324,Financial year,Local authority,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Other education and community,"2.1.3 Independent Advice and Support Services (Parent partnership), guidance and information",x,x,x,x,x,x,102227,36833,65394,3,69
202324,Financial year,Local authority,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Other education and community,2.1.4 Home to school transport (pre 16): SEN transport expenditure,70995,796163,735310,3210009,258626,x,5071103,5516,5065587,214,70
202324,Financial year,Local authority,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Other education and community,2.1.6 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 16-18),x,x,0,0,0,364660,364660,0,364660,15,72
202324,Financial year,Local authority,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Other education and community,2.1.7 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 19-25),x,x,0,0,0,445695,445695,0,445695,19,73
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Schools,1.0.2 High needs place funding within Individual Schools Budget,18952,224166,66667,4646367,2458015,x,7414167,,7414167,740,2
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Schools,1.2.1 Top-up funding – maintained schools,0,1827532,33504,2168286,1641407,x,5670729,889919,4780810,80,12
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Schools,"1.2.2 Top-up funding – academies, free schools and colleges",0,2473150,2200502,8000362,360518,1888441,14922973,0,14922973,250,13
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Schools,1.2.3 Top-up and other funding – non-maintained and independent providers,0,0,0,8156999,0,0,8156999,63265,8093735,136,14
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Schools,1.2.4 Additional high needs targeted funding for mainstream schools and academies,0,0,0,x,x,x,0,0,0,0,15
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Schools,1.2.5 SEN support service,113510,986275,700841,38723,8307,47250,1894906,1020,1893886,32,16
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Schools,1.2.6 Hospital education services,x,x,x,0,0,x,0,0,0,0,17
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Schools,1.2.7 Other alternative provision services,0,0,0,0,130276,0,130276,0,130276,2,18
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Schools,1.2.8 Support for inclusion,78742,684183,486176,26862,5763,32778,1314504,0,1314504,22,19
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Schools,1.2.9 Special schools and PRUs in financial difficulty,x,x,x,0,0,x,0,0,0,0,20
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Schools,"1.2.10 PFI/ BSF costs at special schools, AP/ PRUs and Post 16 institutions only",x,x,x,0,0,0,0,0,0,0,21
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Schools,1.2.11 Direct payments (SEN and disability),0,0,0,0,0,0,0,0,0,0,22
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Schools,1.2.13 Therapies and other health related services,0,0,0,0,0,0,0,0,0,0,24
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Schools,1.4.11 SEN transport,0,0,0,0,0,0,0,0,0,0,36
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Other education and community,2.1.1 Educational psychology service,x,x,x,x,x,x,212044,9969,202075,5,67
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Other education and community,"2.1.2 SEN administration, assessment and coordination and monitoring",x,x,x,x,x,x,741916,0,741916,18,68
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Other education and community,"2.1.3 Independent Advice and Support Services (Parent partnership), guidance and information",x,x,x,x,x,x,25258,4263,20995,1,69
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Other education and community,2.1.4 Home to school transport (pre 16): SEN transport expenditure,298898,2597094,1845477,101967,21875,x,4865312,174730,4690581,112,70
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Other education and community,2.1.6 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 16-18),x,x,0,0,0,575651,575651,15254,560397,13,72
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Other education and community,2.1.7 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 19-25),x,x,0,0,0,52332,52332,1387,50945,1,73
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Isles of Scilly,420,E06000053,Schools,1.0.2 High needs place funding within Individual Schools Budget,0,0,0,0,0,x,0,,0,0,2
